	tagname	timestamp	value
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:01	-6.111741219647
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:02	-6.108027476817
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:03	-6.104313734919
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:04	-6.100599993020
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:05	-6.096886250190
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:06	-6.093172508292
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:07	-6.089458766393
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:08	-6.085745023564
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:09	-6.082031281665
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:10	-6.078317539766
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:11	-6.074603796937
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:12	-6.070890055038
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:13	-6.067176313140
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:14	-6.063462570310
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:15	-6.059748828411
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:16	-6.056035085581
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:17	-6.052321343683
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:18	-6.048607601784
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:19	-6.044893858954
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:20	-6.041180117056
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:21	-6.037466375157
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:22	-6.033752632327
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:23	-6.030038890429
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:24	-6.026325148530
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:25	-6.022611405700
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:26	-6.018897663802
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:27	-6.015183921903
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:28	-6.011470179074
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:29	-6.007756437175
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:30	-6.004042695276
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:31	-6.000328952447
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:32	-5.996615210548
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:33	-5.992901467718
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:34	-5.989187725820
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:35	-5.985473983921
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:36	-5.981760241091
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:37	-5.978046499193
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:38	-5.974332757294
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:39	-5.970619014464
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:40	-5.966905272566
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:41	-5.963191530667
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:42	-5.959477787837
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:43	-5.955764045939
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:44	-5.952050304040
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:45	-5.948336561210
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:46	-5.944622819312
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:47	-5.940909077413
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:48	-5.937195334584
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:49	-5.933481592685
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:50	-5.929767849855
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:51	-5.926054107957
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:52	-5.922340366058
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:53	-5.918626623228
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:54	-5.914912881330
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:55	-5.911199139431
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:56	-5.907485396601
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:57	-5.903771654703
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:58	-5.900057912804
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:10:59	-5.896344169974
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:00	-5.892630428076
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:01	-5.888916686177
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:02	-5.885202943347
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:03	-5.881489201449
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:04	-5.877775459550
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:05	-5.874061716720
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:06	-5.870347974822
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:07	-5.866634231992
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:08	-5.862920490094
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:09	-5.859206748195
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:10	-5.855493005365
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:11	-5.851779263467
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:12	-5.848065521568
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:13	-5.844351778738
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:14	-5.840638036840
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:15	-5.836924294941
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:16	-5.833210552111
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:17	-5.829496810213
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:18	-5.825783068314
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:19	-5.822069325484
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:20	-5.818355583586
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:21	-5.814641841687
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:22	-5.810928098857
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:23	-5.807214356959
	WK.U3.GEN_MVAR.VAL	9/5/2020 14:11:24	-5.803500615060
